Date,靡ㄩ腹,靡ㄩ嘿,Θユ计,Θユ掸计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴(+/-),害禴基畉,程处ボ禦基,程处ボ禦秖,程处ボ芥基,程处ボ芥秖,セ痲ゑ
20190925,0050,じ芖50,"3,927,674","2,438","330,124,238",84.35,84.35,83.9,84.1,-,0.55,84.05,672,84.1,55,0
