"20190502",1710","찯햜","1,248,178","629","32,562,592","26.10","26.15","26.00","26.10","+","0.10","26.05","21","26.15","20","12.99"
"20190503",1710","찯햜","2,697,211","1,066","70,851,283","26.15","26.40","26.10","26.20","+","0.10","26.20","142","26.25","2","13.03"
"20190506",1710","찯햜","3,072,656","1,226","79,611,356","26.20","26.20","25.75","25.90","-","0.30","25.85","46","25.90","41","12.89"
"20190507",1710","찯햜","1,418,500","504","36,825,423","26.00","26.05","25.85","25.90"," ","0.00","25.90","751","25.95","5","12.89"
"20190508",1710","찯햜","1,552,228","760","39,913,676","25.75","25.80","25.55","25.75","-","0.15","25.75","37","25.80","11","12.81"
"20190509",1710","찯햜","2,411,626","1,087","61,532,155","25.85","25.85","25.40","25.45","-","0.30","25.45","10","25.50","26","12.66"
"20190510",1710","찯햜","1,924,062","1,054","48,922,721","25.45","25.65","25.30","25.35","-","0.10","25.35","66","25.40","3","16.46"
"20190513",1710","찯햜","3,035,330","1,447","75,081,050","25.00","25.00","24.50","25.00","-","0.35","24.95","7","25.00","65","16.23"
"20190514",1710","찯햜","3,691,410","1,939","90,479,943","24.55","24.80","24.30","24.65","-","0.35","24.65","17","24.75","10","16.01"
"20190515",1710","찯햜","2,290,338","1,111","56,078,726","24.65","24.70","24.35","24.50","-","0.15","24.45","90","24.50","704","15.91"
"20190516",1710","찯햜","2,207,053","997","53,736,934","24.50","24.55","24.25","24.35","-","0.15","24.35","1","24.40","19","15.81"
"20190517",1710","찯햜","1,705,709","937","41,346,218","24.45","24.45","24.15","24.25","-","0.10","24.20","66","24.25","136","15.75"
"20190520",1710","찯햜","1,351,204","727","32,729,495","24.25","24.30","24.10","24.25"," ","0.00","24.25","9","24.30","23","15.75"
"20190521",1710","찯햜","1,783,200","1,001","43,089,178","24.25","24.40","24.05","24.20","-","0.05","24.15","98","24.25","22","15.71"
"20190522",1710","찯햜","1,271,430","654","31,032,907","24.30","24.55","24.20","24.45","+","0.25","24.45","10","24.50","23","15.88"
"20190523",1710","찯햜","651,373","433","15,882,374","24.45","24.50","24.30","24.40","-","0.05","24.40","13","24.45","34","15.84"
"20190524",1710","찯햜","1,198,137","921","29,090,211","24.35","24.45","24.20","24.30","-","0.10","24.25","5","24.30","3","15.78"
"20190527",1710","찯햜","1,032,381","549","25,165,892","24.25","24.50","24.25","24.35","+","0.05","24.35","40","24.45","20","15.81"
"20190528",1710","찯햜","1,587,957","773","38,686,336","24.35","24.55","24.15","24.15","-","0.20","24.10","130","24.15","62","15.68"
"20190529",1710","찯햜","1,282,996","708","31,028,246","24.05","24.35","24.05","24.15"," ","0.00","24.15","89","24.20","1","15.68"
