"20190502","0051","元大中型100","15,000","12","492,570","32.86","32.95","32.70","32.95","+","0.33","32.74","30","32.95","29","0.00"
"20190503","0051","元大中型100","16,219","14","534,136","32.80","33.00","32.80","32.88","-","0.07","32.88","80","32.99","1","0.00"
"20190506","0051","元大中型100","21,300","25","687,781","32.73","32.73","32.20","32.24","-","0.64","32.23","1","32.32","30","0.00"
"20190507","0051","元大中型100","13,156","8","426,857","32.29","32.73","32.29","32.55","+","0.31","32.55","27","32.60","1","0.00"
"20190508","0051","元大中型100","8,000","6","259,480","32.48","32.51","32.38","32.38","-","0.17","32.32","1","32.51","30","0.00"
"20190509","0051","元大中型100","20,940","15","668,659","32.20","32.20","31.80","31.80","-","0.58","31.68","1","31.85","30","0.00"
"20190510","0051","元大中型100","15,000","13","476,240","31.80","32.00","31.40","31.40","-","0.40","31.53","20","31.67","4","0.00"
"20190513","0051","元大中型100","18,095","16","567,493","31.55","31.55","31.15","31.19","-","0.21","31.15","3","31.19","29","0.00"
"20190514","0051","元大中型100","39,232","20","1,205,508","30.77","31.13","30.50","31.13","-","0.06","31.00","3","31.13","27","0.00"
"20190515","0051","元大中型100","1,000","1","31,200","31.20","31.20","31.20","31.20","+","0.07","31.21","30","31.40","30","0.00"
"20190516","0051","元大中型100","27,031","19","843,766","31.25","31.38","30.96","30.96","-","0.24","30.78","20","30.96","27","0.00"
"20190517","0051","元大中型100","20,000","14","619,840","31.14","31.17","30.72","30.73","-","0.23","30.72","3","30.73","28","0.00"
"20190520","0051","元大中型100","9,000","8","276,010","30.73","30.73","30.60","30.60","-","0.13","30.55","2","30.68","2","0.00"
"20190521","0051","元大中型100","10,000","8","307,200","30.60","30.96","30.60","30.96","+","0.36","30.90","1","30.96","2","0.00"
"20190522","0051","元大中型100","7,000","7","217,620","31.05","31.12","31.00","31.00","+","0.04","30.95","4","31.00","31","0.00"
"20190523","0051","元大中型100","11,146","9","341,294","30.92","30.92","30.45","30.45","-","0.55","30.45","2","30.55","30","0.00"
"20190524","0051","元大中型100","6,000","6","183,430","30.74","30.74","30.45","30.45"," ","0.00","30.23","30","30.42","30","0.00"
"20190527","0051","元大中型100","21,000","8","637,150","30.45","30.50","30.29","30.35","-","0.10","30.30","3","30.47","30","0.00"
"20190528","0051","元大中型100","6,150","7","187,283","30.40","30.50","30.40","30.49","+","0.14","30.41","1","30.49","29","0.00"
