"20190502","0058","富邦發達","21,000","2","995,600","47.41","47.41","47.40","47.40","+","0.09","47.28","45","47.43","25","0.00"
"20190503","0058","富邦發達","24,000","4","1,143,980","47.56","47.69","47.53","47.69","+","0.29","47.65","11","47.79","1","0.00"
"20190506","0058","富邦發達","23,000","6","1,078,770","47.19","47.19","46.80","46.89","-","0.80","46.79","50","46.99","30","0.00"
"20190507","0058","富邦發達","24,000","7","1,136,140","47.24","47.36","47.20","47.36","+","0.47","47.20","1","47.31","30","0.00"
"20190508","0058","富邦發達","25,000","8","1,177,880","47.12","47.24","47.06","47.20","-","0.16","47.04","11","47.14","30","0.00"
"20190509","0058","富邦發達","21,000","2","977,360","46.55","46.55","46.36","46.36","-","0.84","46.05","20","46.19","30","0.00"
"20190510","0058","富邦發達","20,000","3","924,600","46.23","46.23","46.23","46.23","-","0.13","46.07","30","46.24","30","0.00"
"20190513","0058","富邦發達","20,000","2","913,200","45.66","45.66","45.66","45.66","-","0.57","45.42","30","45.59","30","0.00"
"20190514","0058","富邦發達","21,000","3","951,840","44.84","45.35","44.84","45.35","-","0.31","45.34","1","45.40","30","0.00"
"20190515","0058","富邦發達","21,000","3","956,760","45.56","45.56","45.56","45.56","+","0.21","45.27","50","45.44","30","0.00"
"20190516","0058","富邦發達","21,000","3","952,530","45.36","45.36","45.33","45.33","-","0.23","44.87","30","45.04","30","0.00"
"20190517","0058","富邦發達","19,000","4","856,590","45.15","45.15","45.08","45.08","-","0.25","44.57","30","44.74","30","0.00"
"20190520","0058","富邦發達","27,000","5","1,215,470","45.14","45.14","44.98","44.98","-","0.10","44.96","30","45.09","30","0.00"
"20190521","0058","富邦發達","22,000","4","999,360","45.19","45.45","45.17","45.45","+","0.47","45.52","50","45.66","50","0.00"
"20190522","0058","富邦發達","20,000","2","906,400","45.32","45.32","45.32","45.32","-","0.13","45.09","50","45.23","30","0.00"
"20190523","0058","富邦發達","23,000","5","1,024,670","44.81","44.81","44.52","44.52","-","0.80","44.48","30","44.61","30","0.00"
"20190524","0058","富邦發達","20,000","3","891,000","44.55","44.55","44.55","44.55","+","0.03","44.41","30","44.50","30","0.00"
"20190527","0058","富邦發達","20,000","2","890,600","44.53","44.53","44.53","44.53","-","0.02","44.56","80","44.65","65","0.00"
"20190528","0058","富邦發達","23,000","5","1,025,470","44.68","44.71","44.57","44.57","+","0.04","44.49","80","44.58","65","0.00"
"20190529","0058","富邦發達","21,000","4","933,880","44.28","44.48","44.28","44.48","-","0.09","44.51","80","44.60","65","0.00"
